year_built,permalink,property_id,listing,primary_photo,sold_date,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1978,9356-Mirandy-Dr_Sacramento_CA_95826_M26697-33912,2669733912,2959870738,https://ap.rdcpix.com/e8ec9364a413c31e1d22956572edbf27l-m2991082964s-w1024_h768.jpg,2024-01-11,8799,1579,2,2,4,95826,California,Sacramento,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
1993,4154-E-Wildwood-Dr_Phoenix_AZ_85048_M29892-98877,2989298877,2961495239,https://ap.rdcpix.com/de7d57cae0d934e0773f9c08d558af9fl-m631263019s-w1024_h768.jpg,2023-12-26,5528,1350,2,2,3,85048,Arizona,Phoenix,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1955,2120-S-Van-Buren-St_Little-Rock_AR_72204_M80252-45667,8025245667,2960623045,https://ap.rdcpix.com/a16c3e2618131af841b082689fefb704l-m2271245456s-w1024_h768.jpg,2024-01-12,6970,754,1,0,2,72204,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1984,6714-Old-Sauk-Rd_Madison_WI_53705_M72317-45315,7231745315,2962064608,https://ap.rdcpix.com/60ae65194967f0bd93d9bf37e099cb00l-m674114076s-w1024_h768.jpg,2024-01-10,13068,2673,4,2,4,53705,Wisconsin,Madison,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1971,3223-Babette-Cir_Montgomery_AL_36116_M71524-86220,7152486220,2960272346,https://ap.rdcpix.com/47d091afe9a414d8ecf363fa8627f13cl-m2264284966s-w1024_h768.jpg,2024-01-04,10019,1747,2,0,3,36116,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,3121-Park-Rd_Harrisburg_PA_17111_M38156-39811,3815639811,2961776504,https://ap.rdcpix.com/afadf467f32f642913aa0ebc0e7ede4fl-m3953488593s-w1024_h768.jpg,2024-01-09,13504,1884,3,2,3,17111,Pennsylvania,Harrisburg,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0
1920,437-D-St-Apt-6B_Boston_MA_02210_M42758-91291,4275891291,2960687275,https://ap.rdcpix.com/3dd31256ca75764b9008cccea4f92ba5l-w3192063029s-w1024_h768.jpg,2024-01-16,1497,1497,1,2,1,2210,Massachusetts,Boston,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1
1920,15-Magdalene-St_Providence_RI_02909_M49127-59339,4912759339,2960899935,https://ap.rdcpix.com/1c0daee81a82140422b27d36ebe25f5bl-m3093872640s-w1024_h768.jpg,2024-01-12,3920,3150,3,0,6,2909,Rhode Island,Providence,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2017,440-Nob-Hill-Rd_Dover_DE_19901_M63853-58237,6385358237,2961725014,https://ap.rdcpix.com/e17c227d2d806b133510ba358a8a756fl-m2600012583s-w1024_h768.jpg,2023-12-22,8025,2240,4,2,4,19901,Delaware,Dover,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1
1890,246-Morton-Ave_Albany_NY_12202_M41450-72915,4145072915,2949760324,https://ap.rdcpix.com/5fed658384a6412245cfa46a2407ae87l-m2858222781s-w1024_h768.jpg,2023-12-28,1742,2400,2,0,6,12202,New York,Albany,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1910,396-Meridian-St-Apt-3_Boston_MA_02128_M32556-47061,3255647061,2962360952,https://ap.rdcpix.com/8bedd0f088989fee73d9adda99c7f134l-m1892495070s-w1024_h768.jpg,2024-01-10,3500,1023,1,0,1,2128,Massachusetts,Boston,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1
1922,1733-Fremont-Ave_Saint-Paul_MN_55106_M79351-06811,7935106811,2961733654,https://ap.rdcpix.com/6709513f29a0e7a5491e9c7bc9260950l-m3949334971s-w1024_h768.jpg,2024-01-10,5053,1640,2,1,3,55106,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
1994,102-Oak-Manor-Dr_Columbia_SC_29229_M60051-47676,6005147676,2958251595,https://ap.rdcpix.com/c025f38d1bbd22afdd2df747387fd01bl-m4117415657s-w1024_h768.jpg,2023-10-05,9583,1612,2,2,4,29229,South Carolina,Columbia,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
1992,1404-Cherry-Brook-Dr_Little-Rock_AR_72211_M76139-07342,7613907342,2960542457,https://ap.rdcpix.com/212a155054222f761be7376631ed882cl-m407797174s-w1024_h768.jpg,2024-01-05,8712,1600,2,2,3,72211,Arkansas,Little Rock,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1951,1038-7th-St-NW_Salem_OR_97304_M18481-29660,1848129660,2962090086,https://ap.rdcpix.com/1fb184402625b807c81e29f9bd773aa2l-m1936054861s-w1024_h768.jpg,2024-01-05,3920,901,1,1,2,97304,Oregon,Salem,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1977,6112-Shaftsbury-Rd_Oklahoma-City_OK_73132_M83145-73523,8314573523,2962191912,https://ap.rdcpix.com/82ad75d3b805a4d666201fbfb0566151l-b3346473958s-w1024_h768.jpg,2024-01-12,6050,3535,4,2,3,73132,Oklahoma,Oklahoma City,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
1978,6321-Colby-St_Lincoln_NE_68505_M74827-96218,7482796218,2959507435,https://ap.rdcpix.com/00d2da4812dcbaf21bdfddc99434e206l-m4044486447s-w1024_h768.jpg,2024-01-10,7405,1463,3,2,2,68505,Nebraska,Lincoln,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0
2007,25-Courtfield-Dr_Mabelvale_AR_72103_M75390-03317,7539003317,2962362138,https://ap.rdcpix.com/5d187d8d81c9dba66a80a822478cdffcl-m2793552407s-w1024_h768.jpg,2024-01-11,9583,1386,2,2,3,72103,Arkansas,Mabelvale,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1924,1300-Alsdorf-St_Lansing_MI_48910_M36020-57658,3602057658,2961327185,https://ap.rdcpix.com/64b8fa106a471a6c74880869c4345ad8l-b4014018996s-w1024_h768.jpg,2024-01-05,5053,660,1,0,1,48910,Michigan,Lansing,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1971,2328-Skyland-Dr_Tallahassee_FL_32303_M53143-15119,5314315119,2959691446,https://ap.rdcpix.com/b3a641a4f43250508697b6e242b2a338l-m2733945500s-w1024_h768.jpg,2024-01-11,10019,1512,3,0,4,32303,Florida,Tallahassee,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2003,242-Prairie-Grass-Rd_Springfield_IL_62712_M94111-48899,9411148899,2959916528,https://ap.rdcpix.com/10e5d98a3e3797b17c014a6c50bd193el-m2029153029s-w1024_h768.jpg,2023-09-22,14810,2238,2,3,3,62712,Illinois,Springfield,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1930,47-Ramsey-Pl_Albany_NY_12208_M34166-51402,3416651402,2960857744,https://ap.rdcpix.com/80badc9d7626f2210af341874903a5ccl-m504569794s-w1024_h768.jpg,2024-01-08,6534,1632,2,0,4,12208,New York,Albany,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0
2000,45-Bouresse-Dr_Little-Rock_AR_72223_M77857-09635,7785709635,2959582239,https://ap.rdcpix.com/9357e0fe18383b58e07e3b28028d79c2l-m620784061s-w1024_h768.jpg,2024-01-10,8712,2340,3,2,4,72223,Arkansas,Little Rock,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0
1976,609-Woodside-Sierra-Unit-5_Sacramento_CA_95825_M25486-66311,2548666311,2962272342,https://ap.rdcpix.com/b3ed84eeaf690d10fee7117faddf5d62l-m3865409481s-w1024_h768.jpg,2024-01-11,2444,755,1,0,1,95825,California,Sacramento,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
1966,2961-S-Magnolia-Way_Denver_CO_80224_M20185-75919,2018575919,2959348426,https://ap.rdcpix.com/78a498d9f7948a2f5e8323c2db304d96l-m1797512729s-w1024_h768.jpg,2023-12-06,10454,2724,3,2,4,80224,Colorado,Denver,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2006,58-Montagne-Ct_Little-Rock_AR_72223_M76476-70806,7647670806,2961783140,https://ap.rdcpix.com/431ead4c3f5442630be290e3b7167e00l-m2269607478s-w1024_h768.jpg,2024-01-08,9148,3084,2,2,3,72223,Arkansas,Little Rock,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
1966,4816-Greenfield-Dr_Little-Rock_AR_72209_M85044-85687,8504485687,2962570893,https://ap.rdcpix.com/d5c406bc80ed906aaabc520b5872c3fal-m2576493586s-w1024_h768.jpg,2024-01-04,8276,881,1,0,2,72209,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1943,522-W-Cambridge-Ave_Phoenix_AZ_85003_M22848-55875,2284855875,2961778379,https://ap.rdcpix.com/1b8a5bdf9944038b02abbe8369437802l-m2882256049s-w1024_h768.jpg,2023-12-22,8050,1793,2,2,3,85003,Arizona,Phoenix,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
1965,200-Kelton-St-Apt-13_Boston_MA_02134_M31992-55710,3199255710,2961563550,https://ap.rdcpix.com/6ba337487eb949bf195847484b4276c3l-m3488724194s-w1024_h768.jpg,2024-01-16,470,470,1,0,1,2134,Massachusetts,Boston,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1900,150-Westland-St_Hartford_CT_06120_M39473-81889,3947381889,2958667446,https://ap.rdcpix.com/e977bb762211cdee21271fecf14e397cl-m3670378326s-w1024_h768.jpg,2023-12-22,10019,2074,3,0,6,6120,Connecticut,Hartford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1948,2716-NW-38th-St_Oklahoma-City_OK_73112_M74810-82933,7481082933,2961481445,https://ap.rdcpix.com/a5cd9aa430ee04b09da9276ce1610fb2l-m1608474276s-w1024_h768.jpg,2024-01-12,8350,916,1,1,2,73112,Oklahoma,Oklahoma City,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1908,4017-Vallejo-St_Denver_CO_80211_M91740-03452,9174003452,2960047949,https://ap.rdcpix.com/603e34b1a01971511faf49e566821024l-m757484258s-w1024_h768.jpg,2023-11-01,4250,1178,1,2,3,80211,Colorado,Denver,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1927,84-Enfield-Ave_Providence_RI_02908_M47533-09743,4753309743,2961587532,https://ap.rdcpix.com/f45a4acfcbd42019aa454e6ae937da49l-b1951339667s-w1024_h768.jpg,2024-01-11,11500,3867,3,2,5,2908,Rhode Island,Providence,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1950,6350-Maple-Dr_Indianapolis_IN_46220_M43561-56048,4356156048,2960034516,https://ap.rdcpix.com/4efaa315c9efa7ef5856ef69f07b6cddl-m142039890s-w1024_h768.jpg,2023-12-05,12197,1822,1,1,3,46220,Indiana,Indianapolis,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1958,4419-Park-Ave_Richmond_VA_23221_M66367-64955,6636764955,2959853768,https://ap.rdcpix.com/db3c2e547a942490842c9358f7a2a12cl-m3205610543s-w1024_h768.jpg,2024-01-12,6499,2004,3,0,4,23221,Virginia,Richmond,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1
1972,4-Fletcher-Rd_Albany_NY_12203_M41194-90227,4119490227,2960676701,https://ap.rdcpix.com/8fcaea18bcf72d71fc003fa23528de06l-m988926085s-w1024_h768.jpg,2024-01-05,8712,1140,1,1,3,12203,New York,Albany,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1981,744-Litchfield-Rd_Tallahassee_FL_32312_M50378-01826,5037801826,2961951061,https://ap.rdcpix.com/3b146e84c85effe8ff1ce0dbb038d977l-m2705070433s-w1024_h768.jpg,2024-01-11,35284,2440,3,2,4,32312,Florida,Tallahassee,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1
1923,1807-Sycamore-St_Harrisburg_PA_17104_M33826-02070,3382602070,2960967758,https://ap.rdcpix.com/522df458ad3aae596dd1070fd34e70eel-m3837968969s-w1024_h768.jpg,2023-12-29,2178,1440,1,0,3,17104,Pennsylvania,Harrisburg,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2020,1425-Marlowe-Ave_Indianapolis_IN_46201_M93814-95658,9381495658,2956603956,https://ap.rdcpix.com/cec9fb5dcac0b4f7203d24570f7de831l-b3516417100s-w1024_h768.jpg,2023-08-25,2178,1258,3,1,2,46201,Indiana,Indianapolis,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1908,3058-N-Race-St_Denver_CO_80205_M22745-00742,2274500742,2959624717,https://ap.rdcpix.com/d1004056d4b07a08d4af45e5c862ff77l-m2573539519s-w1024_h768.jpg,2023-11-03,4080,1991,3,0,4,80205,Colorado,Denver,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1
1969,312-Burnside-Dr_Little-Rock_AR_72205_M78772-00673,7877200673,2961677286,https://ap.rdcpix.com/0f43deb0975cf71c8bcdc745c3ba6398l-m968022818s-w1024_h768.jpg,2024-01-05,8712,1700,2,0,4,72205,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1953,7524-Delta-River-Dr_Lansing_MI_48906_M32718-99596,3271899596,2962577230,https://ap.rdcpix.com/7cb9c9a0c1e91bf76fdb885f80ccd987l-b2149812085s-w1024_h768.jpg,2024-01-05,30492,1884,1,0,2,48906,Michigan,Lansing,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,2345-Aerostar-Way_Sacramento_CA_95834_M10859-92803,1085992803,2962036154,https://ap.rdcpix.com/f0c938926dcaed057e53f313b5d7bdbdl-m1403045598s-w1024_h768.jpg,2024-01-12,3267,2148,3,2,4,95834,California,Sacramento,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
2020,958-Villa-St_Carson-City_NV_89701_M91539-59538,9153959538,2960289581,https://ap.rdcpix.com/7f6d07caf18b768bf0a110f7b5d4e4eal-m1510809758s-w1024_h768.jpg,2023-12-21,1307,1518,3,2,3,89701,Nevada,Carson City,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1952,1956-Verbena-St_Denver_CO_80220_M29168-03228,2916803228,2960810464,https://ap.rdcpix.com/c623c645df70e53c7d6502aab11dad90l-b3507707084s-w1024_h768.jpg,2024-01-16,6250,1890,2,0,4,81055,Colorado,Denver,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
1969,312-Burnside-Dr_Little-Rock_AR_72205_M78772-00673,7877200673,2961677286,https://ap.rdcpix.com/0f43deb0975cf71c8bcdc745c3ba6398l-m968022818s-w1024_h768.jpg,2024-01-05,8712,1700,2,0,4,72205,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2023,11712-NW-105th-St_Yukon_OK_73099_M92986-48462,9298648462,2961470726,https://ap.rdcpix.com/40336fdab84f1609de8e6b49d381643bl-m1536903178s-w1024_h768.jpg,2024-01-12,9239,2075,3,3,4,73099,Oklahoma,Yukon,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
1980,701-W-Custer-St_Lincoln_NE_68521_M72435-42386,7243542386,2961800161,https://ap.rdcpix.com/b9f32147bcf7fb8f5bc4f77b0e06c428l-m3141820287s-w1024_h768.jpg,2024-01-10,6043,1028,2,2,3,68521,Nebraska,Lincoln,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0
1964,975-Carvel-Dr_Dover_DE_19901_M59545-98795,5954598795,2961519188,https://ap.rdcpix.com/8e298105937c95fd95af480ccd13c328l-m79879610s-w1024_h768.jpg,2023-12-20,8000,2095,2,0,4,19901,Delaware,Dover,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1963,215-Piedmont-Ave-NE-Apt-406_Atlanta_GA_30308_M61792-33247,6179233247,2962645438,https://ap.rdcpix.com/c0b4ed920b6df0c728dfcc633a64a911l-m3026315787s-w1024_h768.jpg,2024-01-08,932,1256,2,0,2,30308,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2016,236-Sugar-Maple-Ln_Verona_WI_53593_M85489-88312,8548988312,2961543318,https://ap.rdcpix.com/b225991992639e5f5774d540a7d2784fl-m505805184s-w1024_h768.jpg,2024-01-02,4792,2001,3,2,3,53593,Wisconsin,Verona,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
1958,1313-Adrian-Ln_Montgomery_AL_36111_M73159-20123,7315920123,2963067396,https://ap.rdcpix.com/558260924a958b13ebfadc6f55f97d8el-m3617901769s-w1024_h768.jpg,2024-01-09,11326,961,1,0,3,36111,Alabama,Montgomery,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1972,1330-South-Sutro-Ter_Carson-City_NV_89706_M10817-64143,1081764143,2961317936,https://ap.rdcpix.com/7b06be7e467421232b2997048b81b705l-b2874740586s-w1024_h768.jpg,2023-12-28,43996,2029,3,6,3,89706,Nevada,Carson City,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
2007,3504-Londonville-Ln_Raleigh_NC_27604_M64945-71693,6494571693,2959351251,https://ap.rdcpix.com/856708b74aebe624685441ea3a3df7eal-m2857935333s-w1024_h768.jpg,2024-01-12,1742,1507,3,1,3,27604,North Carolina,Raleigh,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1976,12-Hungerford-Rd_Albany_NY_12203_M42303-56406,4230356406,2959536441,https://ap.rdcpix.com/091637c1b6982862543fcf8549ea9485l-m3788836912s-w1024_h768.jpg,2023-12-27,7841,2061,3,1,4,12203,New York,Albany,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
1915,42-Hamilton-St_Hartford_CT_06106_M92531-89461,9253189461,2953042549,https://ap.rdcpix.com/23a6e4ec49a76666a5bead6b733c6938l-m2859755131s-w1024_h768.jpg,2023-12-28,6534,5304,3,3,9,6106,Connecticut,Hartford,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1989,3800-Firethorn-Ct_Lincoln_NE_68520_M83186-27561,8318627561,2960637826,https://ap.rdcpix.com/b69817c3311de6971930eeee7499c865l-m1759913392s-w1024_h768.jpg,2024-01-12,4356,2636,2,2,2,68520,Nebraska,Lincoln,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0
1981,744-Litchfield-Rd_Tallahassee_FL_32312_M50378-01826,5037801826,2961951061,https://ap.rdcpix.com/3b146e84c85effe8ff1ce0dbb038d977l-m2705070433s-w1024_h768.jpg,2024-01-11,35284,2440,3,2,4,32312,Florida,Tallahassee,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1
1974,2580-Stoney-Way_Grove-City_OH_43123_M32058-94491,3205894491,2958909356,https://ap.rdcpix.com/becbc6054457bcd7e40d1cb001270072l-m763148334s-w1024_h768.jpg,2023-10-18,14700,1040,1,1,3,43123,Ohio,Grove City,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
1922,1733-Fremont-Ave_Saint-Paul_MN_55106_M79351-06811,7935106811,2961733654,https://ap.rdcpix.com/6709513f29a0e7a5491e9c7bc9260950l-m3949334971s-w1024_h768.jpg,2024-01-10,5053,1640,2,1,3,55106,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
1960,1260-Westphal-Ave_Columbus_OH_43227_M44328-87051,4432887051,2959903324,https://ap.rdcpix.com/dd5b6931d921cc2ceb4b3667fd21feeal-m3529701674s-w1024_h768.jpg,2023-11-01,7200,1609,2,1,3,43227,Ohio,Columbus,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1
1945,2326-Winona-Ave_Montgomery_AL_36107_M77279-81021,7727981021,2961522977,https://ap.rdcpix.com/a5fe1391acf35d43ee6d825ce86f8115l-m2469028399s-w1024_h768.jpg,2024-01-16,6534,1389,2,1,4,36107,Alabama,Montgomery,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1993,1332-E-Wildwood-Dr_Phoenix_AZ_85048_M13759-20461,1375920461,2961422179,https://ap.rdcpix.com/265bb4141b979e8ee1eecfe80e6195bfl-m2277606688s-w1024_h768.jpg,2023-12-26,4696,1650,2,2,3,85048,Arizona,Phoenix,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
1987,2100-Kelly-Ridge-Rd_Henrico_VA_23233_M51065-33154,5106533154,2962742354,https://ap.rdcpix.com/85dc6f283de5cc0e21967e0e7000f69dl-m311513008s-w1024_h768.jpg,2024-01-10,12580,2416,3,0,4,23233,Virginia,Henrico,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1
1971,6212-Hinchcliff-Rd_Montgomery_AL_36117_M79476-55529,7947655529,2962219368,https://ap.rdcpix.com/bb6187d68e068cd5dcffe91b8d3d66efl-m700922381s-w1024_h768.jpg,2024-01-05,10664,1200,2,0,3,36117,Alabama,Montgomery,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1999,5410-W-Leighton-Ave_Lincoln_NE_68524_M75048-22316,7504822316,2961418548,https://ap.rdcpix.com/286e0d6d440cc9a55e7f6d22660d02cfl-m1000909344s-w1024_h768.jpg,2024-01-12,6970,1740,2,1,2,68524,Nebraska,Lincoln,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
1974,4824-Southwood-Dr_Lincoln_NE_68512_M71856-79749,7185679749,2962078254,https://ap.rdcpix.com/5111b2752534fc5eecb635b595ffc0b0l-m484075922s-w1024_h768.jpg,2024-01-08,7808,2086,2,2,3,68512,Nebraska,Lincoln,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
2005,284-Trafalgar-Dr_Dover_DE_19904_M57635-84946,5763584946,2959615624,https://ap.rdcpix.com/c838981262444f755fbd7e1bccf89c8bl-m3392627315s-w1024_h768.jpg,2023-11-27,4497,1848,2,2,3,19904,Delaware,Dover,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0
2008,9157-Wooden-Rd_Raleigh_NC_27617_M58711-19812,5871119812,2961803025,https://ap.rdcpix.com/e6de77f55eee2b4fee27adbad6323ffcl-m536865404s-w1024_h768.jpg,2024-01-11,1307,1652,3,1,3,27617,North Carolina,Raleigh,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
2008,15842-Farm-Cove-Rd_Edmond_OK_73013_M83513-16336,8351316336,2962771499,https://ap.rdcpix.com/0838b1b92f7883787534246000d12352l-m2847541155s-w1024_h768.jpg,2024-01-12,28288,4398,5,4,4,73013,Oklahoma,Edmond,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
1955,285-Richard-Bassett-Rd_Dover_DE_19904_M61153-00912,6115300912,2960577623,https://ap.rdcpix.com/b44c43f211a15d50e60b84a8b9bcd6f5l-b2166865310s-w1024_h768.jpg,2023-12-29,7250,1134,2,1,3,19904,Delaware,Dover,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1965,327-Edgemere-Dr_Annapolis_MD_21403_M65539-60766,6553960766,2960305218,https://ap.rdcpix.com/22f33c2e874dfe6091ab7a68c629bf5dl-m2289126561s-w1024_h768.jpg,2023-12-08,10000,2580,1,0,2,21403,Maryland,Annapolis,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1
1963,1620-Euclid-St_Saint-Paul_MN_55106_M80880-83505,8088083505,2961342768,https://ap.rdcpix.com/ad5d27c0b1692b648a81b9cc4511932bl-b3716707439s-w1024_h768.jpg,2024-01-09,7754,1493,2,2,4,55106,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1
2007,38-Victor-Emanuel-Ave_Providence_RI_02904_M34053-22923,3405322923,2962846872,https://ap.rdcpix.com/9607c106e6edc751d7fe78ec8e701980l-m429065900s-w1024_h768.jpg,2024-01-04,7118,2646,3,0,6,2904,Rhode Island,Providence,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1970,904-Palo-Verde-Dr_Carson-City_NV_89701_M16936-96293,1693696293,2961857790,https://ap.rdcpix.com/53a6ae5ad6e47b2d51810c7923eaa004l-b2049717606s-w1024_h768.jpg,2024-01-05,7405,1092,2,2,3,89701,Nevada,Carson City,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1
1960,1604-Nathaniel-Mitchell-Rd_Dover_DE_19904_M63578-01772,6357801772,2960305323,https://ap.rdcpix.com/8e5676ebd7474a79e29caeb8bf5f180el-m2786581966s-w1024_h768.jpg,2023-12-06,6822,2306,2,0,3,19904,Delaware,Dover,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1920,760-Charles-St_Providence_RI_02904_M49553-39790,4955339790,2961743669,https://ap.rdcpix.com/75f393ee2e74308a1a6567a149f34496l-b3395621690s-w1024_h768.jpg,2024-01-05,3942,2546,3,0,5,2904,Rhode Island,Providence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1974,320-Brookshire-Dr_Columbia_SC_29210_M67910-07163,6791007163,2960764763,https://ap.rdcpix.com/9b07cd86949bdec0cea9330349e7a330l-m1141251293s-w1024_h768.jpg,2023-11-28,16988,2370,3,2,4,29210,South Carolina,Columbia,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0
1968,145-Waterglen-Cir_Sacramento_CA_95826_M28351-60580,2835160580,2962317709,https://ap.rdcpix.com/2a2a445e8ed55ad75a88bac17ba4404fl-b4293521749s-w1024_h768.jpg,2024-01-12,8468,1593,2,2,4,95826,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
1959,17-S-Whitney-Way_Madison_WI_53705_M80222-30488,8022230488,2960856974,https://ap.rdcpix.com/0035913d0cbe0be1bba97e4f75301788l-b1439782085s-w1024_h768.jpg,2024-01-08,11326,1404,1,1,3,53705,Wisconsin,Madison,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0
2002,2565-Laurel-Cir-NW_Atlanta_GA_30311_M59177-72828,5917772828,2961024036,https://ap.rdcpix.com/91e49e97e3303014cb1f1cc9dc20e94cl-m3984081952s-w1024_h768.jpg,2024-01-11,2178,1507,3,1,3,30311,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
2019,919-E-Paseo-Way_Phoenix_AZ_85042_M97984-26880,9798426880,2960707650,https://ap.rdcpix.com/37441b8779f0211259ddcb3810e9364cl-m3608558999s-w1024_h768.jpg,2023-12-22,5751,3085,4,3,5,85042,Arizona,Phoenix,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0
1981,3531-S-Hope-Ct_Lincoln_NE_68502_M83500-13892,8350013892,2961056940,https://ap.rdcpix.com/4d2ce34a0b2b4c2b179374f535e425c8l-m180409425s-w1024_h768.jpg,2024-01-12,11326,2818,4,2,3,68502,Nebraska,Lincoln,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1923,31-Capen-St_Hartford_CT_06120_M93500-21940,9350021940,2961452602,https://ap.rdcpix.com/fb05c857762b4ae25f4a9545621c8d79l-m2100116885s-w1024_h768.jpg,2023-12-15,5227,6930,1,0,2,6120,Connecticut,Hartford,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1949,708-Denver-St_Lansing_MI_48910_M43889-65300,4388965300,2959446461,https://ap.rdcpix.com/548a92fd4844e842daad2e9601047307l-b4096457226s-w1024_h768.jpg,2024-01-09,4879,624,1,0,2,48910,Michigan,Lansing,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
